system,run,side,fraction,percent,JSD
exnotailH3,2,Exit,0.6,60.0,0.003658438311772448
exnotailH3,2,Exit,0.7000000000000001,70.0,0.004459028305589514
exnotailH3,2,Exit,0.8,80.0,0.0020701380421652505
exnotailH3,2,Exit,0.9,90.0,0.0020995755305934236
exnotailH3,3,Entry,0.1,10.0,0.002576962371884553
exnotailH3,3,Entry,0.2,20.0,0.04430950644500627
exnotailH3,3,Entry,0.30000000000000004,30.000000000000004,0.019245935851736014
exnotailH3,3,Entry,0.4,40.0,0.006818879824975935
exnotailH3,3,Entry,0.5,50.0,0.0061217249602240524
exnotailH3,3,Entry,0.6,60.0,0.00329863665448063
exnotailH3,3,Entry,0.7000000000000001,70.0,0.0020843556142401583
exnotailH3,3,Entry,0.8,80.0,0.000697895649812013
exnotailH3,3,Entry,0.9,90.0,0.00020914001657647144
exnotailH3,3,Exit,0.1,10.0,0.04763977313985564
exnotailH3,3,Exit,0.2,20.0,0.019883163752760946
exnotailH3,3,Exit,0.30000000000000004,30.000000000000004,0.010751806456070306
exnotailH3,3,Exit,0.4,40.0,0.0033534640727464807
exnotailH3,3,Exit,0.5,50.0,0.008982571869780982
exnotailH3,3,Exit,0.6,60.0,0.00782360689679251
exnotailH3,3,Exit,0.7000000000000001,70.0,0.003162669091260775
exnotailH3,3,Exit,0.8,80.0,0.001086018224673334
exnotailH3,3,Exit,0.9,90.0,0.00022684252315438114
exnotailH3,4,Entry,0.1,10.0,0.01770455751213716
exnotailH3,4,Entry,0.2,20.0,0.00850272278144587
exnotailH3,4,Entry,0.30000000000000004,30.000000000000004,0.003158910202663231
exnotailH3,4,Entry,0.4,40.0,0.0015513560677536341
exnotailH3,4,Entry,0.5,50.0,0.004315209625756636
exnotailH3,4,Entry,0.6,60.0,0.0019667831643393903
exnotailH3,4,Entry,0.7000000000000001,70.0,0.0006467592333820062
exnotailH3,4,Entry,0.8,80.0,0.0001449212835124117
exnotailH3,4,Entry,0.9,90.0,5.4767920194925506e-05
exnotailH3,4,Exit,0.1,10.0,0.04176381880258383
exnotailH3,4,Exit,0.2,20.0,0.029765079712472255
exnotailH3,4,Exit,0.30000000000000004,30.000000000000004,0.004254673319510047
exnotailH3,4,Exit,0.4,40.0,0.0015667837256151686
exnotailH3,4,Exit,0.5,50.0,0.01013717556933431
exnotailH3,4,Exit,0.6,60.0,0.0052351535206084905
exnotailH3,4,Exit,0.7000000000000001,70.0,0.0022967865945437713
exnotailH3,4,Exit,0.8,80.0,0.0008570540501036801
exnotailH3,4,Exit,0.9,90.0,0.00017481984704597518
cenpa,1,Entry,0.1,10.0,0.033242169795376995
cenpa,1,Entry,0.2,20.0,0.03581543030997544
cenpa,1,Entry,0.30000000000000004,30.000000000000004,0.004761763600871281
cenpa,1,Entry,0.4,40.0,0.00022364804500215856
cenpa,1,Entry,0.5,50.0,0.000249091346299635
cenpa,1,Entry,0.6,60.0,0.0010692939716607014
cenpa,1,Entry,0.7000000000000001,70.0,9.704922798526006e-05
cenpa,1,Entry,0.8,80.0,8.214411078435587e-05
cenpa,1,Entry,0.9,90.0,0.0001349441442278034
cenpa,1,Exit,0.1,10.0,0.005103203766635668
cenpa,1,Exit,0.2,20.0,0.004628114256843724
cenpa,1,Exit,0.30000000000000004,30.000000000000004,0.0011685266575008923
cenpa,1,Exit,0.4,40.0,0.00029872155004206073
cenpa,1,Exit,0.5,50.0,0.00024808648745145443
cenpa,1,Exit,0.6,60.0,9.166733965775823e-05
cenpa,1,Exit,0.7000000000000001,70.0,0.00011803134686177804
cenpa,1,Exit,0.8,80.0,0.0001396160551291339
cenpa,1,Exit,0.9,90.0,4.1302167766886055e-05
cenpa,2,Entry,0.1,10.0,0.006536501378140063
cenpa,2,Entry,0.2,20.0,0.0013623577627494218
cenpa,2,Entry,0.30000000000000004,30.000000000000004,0.0007926787329806521
cenpa,2,Entry,0.4,40.0,0.0005988340796214185
cenpa,2,Entry,0.5,50.0,0.0008061668483893589
cenpa,2,Entry,0.6,60.0,0.0016634881022038824
cenpa,2,Entry,0.7000000000000001,70.0,0.00027181520500022937
cenpa,2,Entry,0.8,80.0,7.883952143013126e-05
cenpa,2,Entry,0.9,90.0,0.0001045986940461147
cenpa,2,Exit,0.1,10.0,0.023188054375061343
cenpa,2,Exit,0.2,20.0,0.006989370665191232
cenpa,2,Exit,0.30000000000000004,30.000000000000004,0.002422333753997071
cenpa,2,Exit,0.4,40.0,0.0011216628889150738
cenpa,2,Exit,0.5,50.0,0.00067862108860953
cenpa,2,Exit,0.6,60.0,0.0002889130201071965
cenpa,2,Exit,0.7000000000000001,70.0,0.00018195355192900003
cenpa,2,Exit,0.8,80.0,0.00011859512705842335
cenpa,2,Exit,0.9,90.0,2.0485607917651844e-05
cenpa,3,Entry,0.1,10.0,0.07102784986158431
cenpa,3,Entry,0.2,20.0,0.009000517930470124
cenpa,3,Entry,0.30000000000000004,30.000000000000004,0.004873343986490437
cenpa,3,Entry,0.4,40.0,0.0013521550130211075
cenpa,3,Entry,0.5,50.0,0.002197322323499194
cenpa,3,Entry,0.6,60.0,0.0008469596499384157
cenpa,3,Entry,0.7000000000000001,70.0,0.0033202068224458207
cenpa,3,Entry,0.8,80.0,0.0031328030070876785
cenpa,3,Entry,0.9,90.0,0.0009313121074402136
cenpa,3,Exit,0.1,10.0,0.1270373276473454
cenpa,3,Exit,0.2,20.0,0.03131385905375004
cenpa,3,Exit,0.30000000000000004,30.000000000000004,0.012426428571725556
cenpa,3,Exit,0.4,40.0,0.007257252589488342
cenpa,3,Exit,0.5,50.0,0.004421020900769788
cenpa,3,Exit,0.6,60.0,0.0026843445481965285
cenpa,3,Exit,0.7000000000000001,70.0,0.0018724098938804105
cenpa,3,Exit,0.8,80.0,0.0009278836888632152
cenpa,3,Exit,0.9,90.0,0.0002704725135637479
cenpa,4,Entry,0.1,10.0,0.07390120434142358
cenpa,4,Entry,0.2,20.0,0.0769615127432689
cenpa,4,Entry,0.30000000000000004,30.000000000000004,0.07977531291548522
cenpa,4,Entry,0.4,40.0,0.02763910981546417
cenpa,4,Entry,0.5,50.0,0.005129162488051047
cenpa,4,Entry,0.6,60.0,0.00022462543658028104
cenpa,4,Entry,0.7000000000000001,70.0,0.00010920886226062464
cenpa,4,Entry,0.8,80.0,0.00046200987767223956
cenpa,4,Entry,0.9,90.0,0.0007898324216735453
cenpa,4,Exit,0.1,10.0,0.014607221264717623
cenpa,4,Exit,0.2,20.0,0.011333279545711995
cenpa,4,Exit,0.30000000000000004,30.000000000000004,0.007025589860943019
cenpa,4,Exit,0.4,40.0,0.0030306485802405717
cenpa,4,Exit,0.5,50.0,0.0011535183072398445
cenpa,4,Exit,0.6,60.0,0.0005480398436274476
cenpa,4,Exit,0.7000000000000001,70.0,8.876923608936818e-05
cenpa,4,Exit,0.8,80.0,0.00014366463744654742
cenpa,4,Exit,0.9,90.0,0.0001148080233959898
exnotailcenpa,1,Entry,0.1,10.0,0.0063749632974692445
exnotailcenpa,1,Entry,0.2,20.0,0.006690758169091297
exnotailcenpa,1,Entry,0.30000000000000004,30.000000000000004,0.003145513230225519
exnotailcenpa,1,Entry,0.4,40.0,0.0007441249672864137
exnotailcenpa,1,Entry,0.5,50.0,0.0002527459820081513
exnotailcenpa,1,Entry,0.6,60.0,0.0001451746195700402
exnotailcenpa,1,Entry,0.7000000000000001,70.0,0.0001335830265828685
exnotailcenpa,1,Entry,0.8,80.0,0.00041471505231727905
exnotailcenpa,1,Entry,0.9,90.0,0.00042259790283367927
exnotailcenpa,1,Exit,0.1,10.0,0.012145654019048177
exnotailcenpa,1,Exit,0.2,20.0,0.004479785014148803
exnotailcenpa,1,Exit,0.30000000000000004,30.000000000000004,0.0017474306357270451
exnotailcenpa,1,Exit,0.4,40.0,0.0006669335218724179
exnotailcenpa,1,Exit,0.5,50.0,0.0003676780419704773
exnotailcenpa,1,Exit,0.6,60.0,0.00017472107601099077
exnotailcenpa,1,Exit,0.7000000000000001,70.0,0.00030791732056774845
exnotailcenpa,1,Exit,0.8,80.0,0.00010126473938807527
exnotailcenpa,1,Exit,0.9,90.0,0.0001792172541420363
exnotailcenpa,2,Entry,0.1,10.0,0.03678878054019012
exnotailcenpa,2,Entry,0.2,20.0,0.009701540973728717
exnotailcenpa,2,Entry,0.30000000000000004,30.000000000000004,0.0014012558595712851
exnotailcenpa,2,Entry,0.4,40.0,0.002612520740905514
exnotailcenpa,2,Entry,0.5,50.0,0.005384049881039096
exnotailcenpa,2,Entry,0.6,60.0,0.0016219712749602588
exnotailcenpa,2,Entry,0.7000000000000001,70.0,0.000897334249248304
exnotailcenpa,2,Entry,0.8,80.0,0.0008582661003205283
exnotailcenpa,2,Entry,0.9,90.0,0.0002618977747506164
exnotailcenpa,2,Exit,0.1,10.0,0.021852037722422134
exnotailcenpa,2,Exit,0.2,20.0,0.008994461605878542
exnotailcenpa,2,Exit,0.30000000000000004,30.000000000000004,0.001244205737102936
exnotailcenpa,2,Exit,0.4,40.0,0.0004015511586825777
exnotailcenpa,2,Exit,0.5,50.0,0.00038936730666049696
exnotailcenpa,2,Exit,0.6,60.0,0.0005003770975526862
exnotailcenpa,2,Exit,0.7000000000000001,70.0,0.00017940866200880163
exnotailcenpa,2,Exit,0.8,80.0,0.00010820793276527615
exnotailcenpa,2,Exit,0.9,90.0,0.0001055547119251614
exnotailcenpa,3,Entry,0.1,10.0,0.015155455963288303
exnotailcenpa,3,Entry,0.2,20.0,0.008076594665954975
exnotailcenpa,3,Entry,0.30000000000000004,30.000000000000004,0.007254663591109479
exnotailcenpa,3,Entry,0.4,40.0,0.005877971090582234
exnotailcenpa,3,Entry,0.5,50.0,0.005578863160762301
exnotailcenpa,3,Entry,0.6,60.0,0.0036005560672947388
exnotailcenpa,3,Entry,0.7000000000000001,70.0,0.0023782757428727546
exnotailcenpa,3,Entry,0.8,80.0,0.00026987169910796854
exnotailcenpa,3,Entry,0.9,90.0,0.00015217551792899862
exnotailcenpa,3,Exit,0.1,10.0,0.022669211944034155
exnotailcenpa,3,Exit,0.2,20.0,0.008748386614927727
exnotailcenpa,3,Exit,0.30000000000000004,30.000000000000004,0.004069333748331639
exnotailcenpa,3,Exit,0.4,40.0,0.0021137416240249417
exnotailcenpa,3,Exit,0.5,50.0,0.0010129287754991733
exnotailcenpa,3,Exit,0.6,60.0,0.000536024767645279
exnotailcenpa,3,Exit,0.7000000000000001,70.0,0.0008008364631595516
exnotailcenpa,3,Exit,0.8,80.0,0.00041872718203654245
exnotailcenpa,3,Exit,0.9,90.0,0.00024412766801294798
exnotailcenpa,4,Entry,0.1,10.0,0.003913343170218252
exnotailcenpa,4,Entry,0.2,20.0,0.0016172482389050222
exnotailcenpa,4,Entry,0.30000000000000004,30.000000000000004,0.0010794456897645533
exnotailcenpa,4,Entry,0.4,40.0,0.00038453064612884596
exnotailcenpa,4,Entry,0.5,50.0,0.00015933240340170688
exnotailcenpa,4,Entry,0.6,60.0,0.00029497347486047236
exnotailcenpa,4,Entry,0.7000000000000001,70.0,0.00024364771372759668
exnotailcenpa,4,Entry,0.8,80.0,0.00019767900695590848
exnotailcenpa,4,Entry,0.9,90.0,7.809085527695319e-05
exnotailcenpa,4,Exit,0.1,10.0,0.0037425107783247875
exnotailcenpa,4,Exit,0.2,20.0,0.001197193631142845
exnotailcenpa,4,Exit,0.30000000000000004,30.000000000000004,0.00042685539627582397
exnotailcenpa,4,Exit,0.4,40.0,0.0006422247929381423
exnotailcenpa,4,Exit,0.5,50.0,0.0005553422969009386
exnotailcenpa,4,Exit,0.6,60.0,0.00015505786129193643
exnotailcenpa,4,Exit,0.7000000000000001,70.0,0.0002945040580112892
exnotailcenpa,4,Exit,0.8,80.0,7.751849881301989e-05
exnotailcenpa,4,Exit,0.9,90.0,7.305992805950887e-05
H3withcenpahelix,1,Entry,0.1,10.0,0.013698804708991076
H3withcenpahelix,1,Entry,0.2,20.0,0.0123450896434526
H3withcenpahelix,1,Entry,0.30000000000000004,30.000000000000004,0.012551227411096454
H3withcenpahelix,1,Entry,0.4,40.0,0.011022559651850162
H3withcenpahelix,1,Entry,0.5,50.0,0.014247774716600447
H3withcenpahelix,1,Entry,0.6,60.0,0.015160525540895683
H3withcenpahelix,1,Entry,0.7000000000000001,70.0,7.565650867823713e-05
H3withcenpahelix,1,Entry,0.8,80.0,0.000766076550620835
H3withcenpahelix,1,Entry,0.9,90.0,0.0002536337251229432
H3withcenpahelix,1,Exit,0.1,10.0,0.04217714744231983
H3withcenpahelix,1,Exit,0.2,20.0,0.040120035819622014
H3withcenpahelix,1,Exit,0.30000000000000004,30.000000000000004,0.03943841748741248
H3withcenpahelix,1,Exit,0.4,40.0,0.036854975994483855
H3withcenpahelix,1,Exit,0.5,50.0,0.03379166242259695
H3withcenpahelix,1,Exit,0.6,60.0,0.030682306222568977
H3withcenpahelix,1,Exit,0.7000000000000001,70.0,0.0003630233853728524
H3withcenpahelix,1,Exit,0.8,80.0,0.0007165886178826143
H3withcenpahelix,1,Exit,0.9,90.0,0.00023745372634402368
H3withcenpahelix,2,Entry,0.1,10.0,0.08749240970915997
H3withcenpahelix,2,Entry,0.2,20.0,0.07181517489541445
H3withcenpahelix,2,Entry,0.30000000000000004,30.000000000000004,0.07275808032882189
H3withcenpahelix,2,Entry,0.4,40.0,0.07678716571310182
H3withcenpahelix,2,Entry,0.5,50.0,0.07638957420359253
H3withcenpahelix,2,Entry,0.6,60.0,0.030347740803890043
H3withcenpahelix,2,Entry,0.7000000000000001,70.0,0.008416836697336144
H3withcenpahelix,2,Entry,0.8,80.0,0.0007013394077167866
H3withcenpahelix,2,Entry,0.9,90.0,0.0002221578490920728
H3withcenpahelix,2,Exit,0.1,10.0,0.12850878173392788
H3withcenpahelix,2,Exit,0.2,20.0,0.10213198180032154
H3withcenpahelix,2,Exit,0.30000000000000004,30.000000000000004,0.11186111220869217
H3withcenpahelix,2,Exit,0.4,40.0,0.11496221592104455
H3withcenpahelix,2,Exit,0.5,50.0,0.1163812875922407
H3withcenpahelix,2,Exit,0.6,60.0,0.04137498470984602
H3withcenpahelix,2,Exit,0.7000000000000001,70.0,0.010206737224944595
H3withcenpahelix,2,Exit,0.8,80.0,0.0007083405297856366
H3withcenpahelix,2,Exit,0.9,90.0,0.00038700281753196086
H3withcenpahelix,3,Entry,0.1,10.0,0.008935353640332828
H3withcenpahelix,3,Entry,0.2,20.0,0.000984712021699054
H3withcenpahelix,3,Entry,0.30000000000000004,30.000000000000004,0.0005628308645608782
H3withcenpahelix,3,Entry,0.4,40.0,0.0013345456308059866
H3withcenpahelix,3,Entry,0.5,50.0,0.001157506589072229
H3withcenpahelix,3,Entry,0.6,60.0,0.0013713966840160066
H3withcenpahelix,3,Entry,0.7000000000000001,70.0,9.001286677031849e-05
H3withcenpahelix,3,Entry,0.8,80.0,0.00034995127054054216
H3withcenpahelix,3,Entry,0.9,90.0,0.0001050588460158097
H3withcenpahelix,3,Exit,0.1,10.0,0.014398016276682263
H3withcenpahelix,3,Exit,0.2,20.0,0.0008012188823615335
H3withcenpahelix,3,Exit,0.30000000000000004,30.000000000000004,0.003828293633636998
H3withcenpahelix,3,Exit,0.4,40.0,0.006762365520796116
H3withcenpahelix,3,Exit,0.5,50.0,0.009242789313704914
H3withcenpahelix,3,Exit,0.6,60.0,0.01038405886077292
H3withcenpahelix,3,Exit,0.7000000000000001,70.0,8.380083323813873e-05
H3withcenpahelix,3,Exit,0.8,80.0,0.001302381773569626
H3withcenpahelix,3,Exit,0.9,90.0,0.00029086661110813163
H3withcenpahelix,4,Entry,0.1,10.0,0.037895688959434834
H3withcenpahelix,4,Entry,0.2,20.0,0.03798885847389653
H3withcenpahelix,4,Entry,0.30000000000000004,30.000000000000004,0.012798325301847605
H3withcenpahelix,4,Entry,0.4,40.0,0.006233954244251579
H3withcenpahelix,4,Entry,0.5,50.0,0.00035262968461529406
H3withcenpahelix,4,Entry,0.6,60.0,0.002388903395246432
H3withcenpahelix,4,Entry,0.7000000000000001,70.0,0.005100842425944789
H3withcenpahelix,4,Entry,0.8,80.0,0.0021205194005030764
H3withcenpahelix,4,Entry,0.9,90.0,0.000493104919782402
H3withcenpahelix,4,Exit,0.1,10.0,0.11468660591883877
H3withcenpahelix,4,Exit,0.2,20.0,0.13359707038037605
H3withcenpahelix,4,Exit,0.30000000000000004,30.000000000000004,0.03282244931124205
H3withcenpahelix,4,Exit,0.4,40.0,0.016807258165455072
H3withcenpahelix,4,Exit,0.5,50.0,0.00032588751351343297
H3withcenpahelix,4,Exit,0.6,60.0,0.006437232973183784
H3withcenpahelix,4,Exit,0.7000000000000001,70.0,0.014244748735111664
H3withcenpahelix,4,Exit,0.8,80.0,0.004853856480207525
H3withcenpahelix,4,Exit,0.9,90.0,0.0009785901957956185
H3withcenpa_latch_helix,1,Entry,0.1,10.0,0.08880914747476475
H3withcenpa_latch_helix,1,Entry,0.2,20.0,0.07445094105380948
H3withcenpa_latch_helix,1,Entry,0.30000000000000004,30.000000000000004,0.03185708257274922
H3withcenpa_latch_helix,1,Entry,0.4,40.0,0.03295143476837431
H3withcenpa_latch_helix,1,Entry,0.5,50.0,0.017039753452720935
H3withcenpa_latch_helix,1,Entry,0.6,60.0,0.008951452695989123
H3withcenpa_latch_helix,1,Entry,0.7000000000000001,70.0,0.00524535384810506
H3withcenpa_latch_helix,1,Entry,0.8,80.0,0.0017336476617286925
H3withcenpa_latch_helix,1,Entry,0.9,90.0,0.00023596881235245757
H3withcenpa_latch_helix,1,Exit,0.1,10.0,0.35895961065986537
H3withcenpa_latch_helix,1,Exit,0.2,20.0,0.27859876954496887
H3withcenpa_latch_helix,1,Exit,0.30000000000000004,30.000000000000004,0.11375030992148659
H3withcenpa_latch_helix,1,Exit,0.4,40.0,0.09713516265243824
H3withcenpa_latch_helix,1,Exit,0.5,50.0,0.04227330991338204
H3withcenpa_latch_helix,1,Exit,0.6,60.0,0.019633972592764157
H3withcenpa_latch_helix,1,Exit,0.7000000000000001,70.0,0.008298021748499092
H3withcenpa_latch_helix,1,Exit,0.8,80.0,0.0033018438471692714
H3withcenpa_latch_helix,1,Exit,0.9,90.0,0.0006669935533464574
H3withcenpa_latch_helix,2,Entry,0.1,10.0,0.022666431672447213
H3withcenpa_latch_helix,2,Entry,0.2,20.0,0.009208014373939642
H3withcenpa_latch_helix,2,Entry,0.30000000000000004,30.000000000000004,0.004045186959928405
H3withcenpa_latch_helix,2,Entry,0.4,40.0,0.0012020121413807358
H3withcenpa_latch_helix,2,Entry,0.5,50.0,0.0007686422275811212
H3withcenpa_latch_helix,2,Entry,0.6,60.0,0.0019885164722778306
H3withcenpa_latch_helix,2,Entry,0.7000000000000001,70.0,0.0010385064006898012
H3withcenpa_latch_helix,2,Entry,0.8,80.0,0.0008148267525863763
H3withcenpa_latch_helix,2,Entry,0.9,90.0,0.00022274075832387136
H3withcenpa_latch_helix,2,Exit,0.1,10.0,0.008044002844584853
H3withcenpa_latch_helix,2,Exit,0.2,20.0,0.002275571448739797
H3withcenpa_latch_helix,2,Exit,0.30000000000000004,30.000000000000004,0.001913628134375167
H3withcenpa_latch_helix,2,Exit,0.4,40.0,0.0011339541768014473
H3withcenpa_latch_helix,2,Exit,0.5,50.0,0.0011481453916142525
H3withcenpa_latch_helix,2,Exit,0.6,60.0,0.0014543209137206172
H3withcenpa_latch_helix,2,Exit,0.7000000000000001,70.0,0.001225627727840114
H3withcenpa_latch_helix,2,Exit,0.8,80.0,0.0007670624685066854
H3withcenpa_latch_helix,2,Exit,0.9,90.0,0.0002721647106103856
H3withcenpa_latch_helix,3,Entry,0.1,10.0,0.15164068343212966
H3withcenpa_latch_helix,3,Entry,0.2,20.0,0.11381063562891858
H3withcenpa_latch_helix,3,Entry,0.30000000000000004,30.000000000000004,0.10051699575463596
H3withcenpa_latch_helix,3,Entry,0.4,40.0,0.05922290937774595
H3withcenpa_latch_helix,3,Entry,0.5,50.0,0.022163396708144337
H3withcenpa_latch_helix,3,Entry,0.6,60.0,0.008796298658601914
H3withcenpa_latch_helix,3,Entry,0.7000000000000001,70.0,0.004955976000010855
H3withcenpa_latch_helix,3,Entry,0.8,80.0,0.0012136050974908216
H3withcenpa_latch_helix,3,Entry,0.9,90.0,0.00014743081304389218
H3withcenpa_latch_helix,3,Exit,0.1,10.0,0.18162934339540038
H3withcenpa_latch_helix,3,Exit,0.2,20.0,0.18414012324442058
H3withcenpa_latch_helix,3,Exit,0.30000000000000004,30.000000000000004,0.18495981767159225
H3withcenpa_latch_helix,3,Exit,0.4,40.0,0.0957064939505223
H3withcenpa_latch_helix,3,Exit,0.5,50.0,0.03388750032755971
H3withcenpa_latch_helix,3,Exit,0.6,60.0,0.012466785073743762
H3withcenpa_latch_helix,3,Exit,0.7000000000000001,70.0,0.007216567926370313
H3withcenpa_latch_helix,3,Exit,0.8,80.0,0.0027087841938557428
H3withcenpa_latch_helix,3,Exit,0.9,90.0,0.000561521566643393
H3withcenpa_latch_helix,4,Entry,0.1,10.0,0.008778850141359604
H3withcenpa_latch_helix,4,Entry,0.2,20.0,0.004180544675894788
H3withcenpa_latch_helix,4,Entry,0.30000000000000004,30.000000000000004,0.01247230411134763
H3withcenpa_latch_helix,4,Entry,0.4,40.0,0.018941215153511732
H3withcenpa_latch_helix,4,Entry,0.5,50.0,0.02410477677710709
H3withcenpa_latch_helix,4,Entry,0.6,60.0,0.024895498990266766
H3withcenpa_latch_helix,4,Entry,0.7000000000000001,70.0,0.018951665089867356
H3withcenpa_latch_helix,4,Entry,0.8,80.0,0.008046011400220033
