system,side,percent,mean_JSD,sem_JSD
cenpawithH3_latch_helix,Exit,50.0,0.007225357048697777,0.0025850261570834906
cenpawithH3_latch_helix,Exit,60.0,0.003959763491710068,0.0011697835157826592
cenpawithH3_latch_helix,Exit,70.0,0.001804266059860829,0.0005456465422819959
cenpawithH3_latch_helix,Exit,80.0,0.0007168936022565442,0.00019110444601896833
cenpawithH3_latch_helix,Exit,90.0,0.00018287005174895377,6.212902942423647e-05
cenpawithH3helix,Entry,10.0,0.0660821983924956,0.021528647813139398
cenpawithH3helix,Entry,20.0,0.01695082515089914,0.004945171832083735
cenpawithH3helix,Entry,30.000000000000004,0.00815985281644698,0.0044697881524446365
cenpawithH3helix,Entry,40.0,0.006022822675107009,0.0030387838517415204
cenpawithH3helix,Entry,50.0,0.003861454054824944,0.0010746933471302608
cenpawithH3helix,Entry,60.0,0.00260862157843,0.0014585927799113097
cenpawithH3helix,Entry,70.0,0.00101519853478139,0.00044876006897301
cenpawithH3helix,Entry,80.0,0.0007738182795415342,0.000397416568290652
cenpawithH3helix,Entry,90.0,0.0004228440949767405,0.0003242823212129949
cenpawithH3helix,Exit,10.0,0.05479672502890137,0.028947806453885734
cenpawithH3helix,Exit,20.0,0.014584489186236085,0.008085058659402445
cenpawithH3helix,Exit,30.000000000000004,0.008013407444964657,0.004047824942362595
cenpawithH3helix,Exit,40.0,0.006189170113767393,0.003825922662425825
cenpawithH3helix,Exit,50.0,0.0054807649109236784,0.004311198632737716
cenpawithH3helix,Exit,60.0,0.0053112010124478385,0.004612783012760629
cenpawithH3helix,Exit,70.0,0.0039031521920506254,0.003437391299332801
cenpawithH3helix,Exit,80.0,0.0012972637682983977,0.0011264394529196722
cenpawithH3helix,Exit,90.0,0.0002814134041044427,0.00022789640051280142
cenpawithH3latch,Entry,10.0,0.015347531203698923,0.010175080072563954
cenpawithH3latch,Entry,20.0,0.012883525334245378,0.004483767193375525
cenpawithH3latch,Entry,30.000000000000004,0.010363304372196592,0.005349090728345695
cenpawithH3latch,Entry,40.0,0.004705350961168441,0.002070871913654124
cenpawithH3latch,Entry,50.0,0.004150995074955027,0.001985844044292593
cenpawithH3latch,Entry,60.0,0.0027511444247964186,0.0012059966045948505
cenpawithH3latch,Entry,70.0,0.0012896356863873327,0.00093109628065024
cenpawithH3latch,Entry,80.0,0.0010281718098405844,0.0007250343889976656
cenpawithH3latch,Entry,90.0,0.0001910145198872148,9.014211785325087e-05
cenpawithH3latch,Exit,10.0,0.02468415647658556,0.013842819488614176
cenpawithH3latch,Exit,20.0,0.02815353956890615,0.017710426850226647
cenpawithH3latch,Exit,30.000000000000004,0.019963450594308547,0.014603645811453765
cenpawithH3latch,Exit,40.0,0.009861217410726134,0.006504023212211735
cenpawithH3latch,Exit,50.0,0.005510158288385815,0.002571562955716971
cenpawithH3latch,Exit,60.0,0.002740592420591747,0.0013622186489188064
cenpawithH3latch,Exit,70.0,0.0008614498607710882,0.0006023295603207871
cenpawithH3latch,Exit,80.0,0.0004702688833937964,0.0002726855755427345
cenpawithH3latch,Exit,90.0,0.00015855029502289558,4.1036555372718664e-05
exnotailH3,Entry,10.0,0.006963985116594134,0.003669416308767858
exnotailH3,Entry,20.0,0.014188653687246177,0.010162368942819265
exnotailH3,Entry,30.000000000000004,0.006724411357218062,0.004184666127712085
exnotailH3,Entry,40.0,0.002728206622049018,0.0013784499462712841
exnotailH3,Entry,50.0,0.003184129621966534,0.0012335015438779515
exnotailH3,Entry,60.0,0.0016672945496305548,0.0006223004561937914
exnotailH3,Entry,70.0,0.0011040941375708528,0.0003307055293987885
exnotailH3,Entry,80.0,0.0005598507139680907,0.00013957045686253938
exnotailH3,Entry,90.0,0.0002754984845118302,0.00014488501955470278
exnotailH3,Exit,10.0,0.024875130678962402,0.011546427955995153
exnotailH3,Exit,20.0,0.014723116943525266,0.006301178695867558
exnotailH3,Exit,30.000000000000004,0.00580165343290262,0.0019659053138002297
exnotailH3,Exit,40.0,0.0033676302665326674,0.0015702343308611828
exnotailH3,Exit,50.0,0.006823431859871597,0.0021400570007242986
exnotailH3,Exit,60.0,0.0042536421503176405,0.0015735938381594
exnotailH3,Exit,70.0,0.0025339311141563204,0.0008909079510213459
exnotailH3,Exit,80.0,0.0010373173919506012,0.00039935900473063836
exnotailH3,Exit,90.0,0.0006567106532895727,0.00048139882400934656
exnotailcenpa,Entry,10.0,0.01555813574279148,0.007476821292818409
exnotailcenpa,Entry,20.0,0.006521535511920003,0.0017466948234126371
exnotailcenpa,Entry,30.000000000000004,0.003220219592667709,0.0014193267589137537
exnotailcenpa,Entry,40.0,0.002404786861225752,0.0012564962911616987
exnotailcenpa,Entry,50.0,0.002843747856802814,0.0015235202422334401
exnotailcenpa,Entry,60.0,0.0014156688591713776,0.0008003336052472834
exnotailcenpa,Entry,70.0,0.0009132101831078809,0.0005166237785919086
exnotailcenpa,Entry,80.0,0.0004351329646754211,0.00014808618255358983
exnotailcenpa,Entry,90.0,0.00022869051269756188,7.485407996122559e-05
exnotailcenpa,Exit,10.0,0.015102353615957314,0.004477756900282432
exnotailcenpa,Exit,20.0,0.005854956716524479,0.0018666878353965739
exnotailcenpa,Exit,30.000000000000004,0.0018719563793593611,0.0007813642813833737
exnotailcenpa,Exit,40.0,0.00095611277437952,0.00039049044419696264
exnotailcenpa,Exit,50.0,0.0005813291052577716,0.00014984706051102945
exnotailcenpa,Exit,60.0,0.0003415452006252231,0.00010233022107976297
exnotailcenpa,Exit,70.0,0.00039566662593684774,0.00013810138476841
exnotailcenpa,Exit,80.0,0.00017642958825072843,8.103264586463024e-05
exnotailcenpa,Exit,90.0,0.00015048989053491362,3.83056394417265e-05
ltH3core,Entry,10.0,0.059480167362667535,0.016380756163675174
ltH3core,Entry,20.0,0.029840298749754093,0.013986754665426107
ltH3core,Entry,30.000000000000004,0.018851225701249984,0.01126931755108614
ltH3core,Entry,40.0,0.018251968639124583,0.012179027546214255
ltH3core,Entry,50.0,0.015307657106970574,0.00973303791461733
ltH3core,Entry,60.0,0.00663366466941087,0.00242918662623788
ltH3core,Entry,70.0,0.00675894552627736,0.0033178201991854277
ltH3core,Entry,80.0,0.00600813833203021,0.003555204695000847
ltH3core,Entry,90.0,0.001455550241167522,0.0007051293149936768
ltH3core,Exit,10.0,0.07667264273286639,0.03496303351505746
ltH3core,Exit,20.0,0.04555963935648424,0.020354253777647338
ltH3core,Exit,30.000000000000004,0.02349762100787328,0.011658765676651675
ltH3core,Exit,40.0,0.029035934497209134,0.014953123318067833
ltH3core,Exit,50.0,0.026730195734856327,0.011170021158494858
ltH3core,Exit,60.0,0.014245135024699054,0.008893177580648814
ltH3core,Exit,70.0,0.014666476730323945,0.010135880459737451
ltH3core,Exit,80.0,0.00841143777503788,0.004339872881371173
ltH3core,Exit,90.0,0.0014684910813602173,0.0008300336863237988
ltcenpacore,Entry,10.0,0.051205735490052515,0.013645256708035038
ltcenpacore,Entry,20.0,0.024109919954848985,0.013750572410424483
ltcenpacore,Entry,30.000000000000004,0.026369573944517225,0.017506609779970542
ltcenpacore,Entry,40.0,0.01689468075524648,0.005424538705044868
ltcenpacore,Entry,50.0,0.013912510512039067,0.007627191298845146
ltcenpacore,Entry,60.0,0.013116748496477976,0.008634444895269966
ltcenpacore,Entry,70.0,0.0072071255851992025,0.005456830714910756
ltcenpacore,Entry,80.0,0.0026817160012791255,0.001874822031559117
ltcenpacore,Entry,90.0,0.0004697962491698215,0.00032911048126776227
ltcenpacore,Exit,10.0,0.03775484029488975,0.027296357248620593
ltcenpacore,Exit,20.0,0.013049084495955347,0.007451305106934441
ltcenpacore,Exit,30.000000000000004,0.009923070564202968,0.004171908229053516
ltcenpacore,Exit,40.0,0.012154884917134826,0.007752217051581961
ltcenpacore,Exit,50.0,0.01585987970005848,0.014428499121430712
ltcenpacore,Exit,60.0,0.011643840682098512,0.009359213641672663
ltcenpacore,Exit,70.0,0.004580274670850117,0.003480860494946719
ltcenpacore,Exit,80.0,0.0016236390573956777,0.0011630722442260606
ltcenpacore,Exit,90.0,0.000400759419626662,0.00024827205577708327
stH3core,Entry,10.0,0.016887836692188372,0.005046753801185522
stH3core,Entry,20.0,0.006623115453527169,0.005028776720157521
stH3core,Entry,30.000000000000004,0.007483911753265208,0.0026802393748772742
stH3core,Entry,40.0,0.008610875620348424,0.0031326657560399418
stH3core,Entry,50.0,0.009471548256736191,0.005137001221888745
stH3core,Entry,60.0,0.00371177461570753,0.002057752133227121
stH3core,Entry,70.0,0.0011718540119142217,0.00045260155459215845
stH3core,Entry,80.0,0.0005663197119587365,0.00017598286527135943
stH3core,Entry,90.0,0.0003337588615704558,0.00016845463368600613
stH3core,Exit,10.0,0.09219992282165718,0.01771910990958315
stH3core,Exit,20.0,0.028118447196641985,0.02103967996238118
stH3core,Exit,30.000000000000004,0.02880348859723694,0.01299035885293023
stH3core,Exit,40.0,0.03588627039480285,0.016621814648344283
stH3core,Exit,50.0,0.04143114592614984,0.022461754476837223
stH3core,Exit,60.0,0.0162463267364445,0.009061965871083951
stH3core,Exit,70.0,0.0045854350537196265,0.0018239197476808801
stH3core,Exit,80.0,0.0020521097581960397,0.000542844398893922
stH3core,Exit,90.0,0.0012610288057185847,0.0005870131681003581
stcenpacore,Entry,10.0,0.183293181541182,0.05993968258042097
stcenpacore,Entry,20.0,0.14856575170469233,0.05952459709219018
stcenpacore,Entry,30.000000000000004,0.08861800799728356,0.028141881322214818
stcenpacore,Entry,40.0,0.06737853334657115,0.015189029314457803
stcenpacore,Entry,50.0,0.04279996046784346,0.011326394375650278
stcenpacore,Entry,60.0,0.027015538418364116,0.008248997537486367
stcenpacore,Entry,70.0,0.011155717226438946,0.002727705421882558
stcenpacore,Entry,80.0,0.00526978039620703,0.0013865665247361344
stcenpacore,Entry,90.0,0.0021260552572760607,0.0014775069813215199
stcenpacore,Exit,10.0,0.29573962669790016,0.10923346728914213
stcenpacore,Exit,20.0,0.24701635207515943,0.0911731626844233
stcenpacore,Exit,30.000000000000004,0.12214325173524872,0.04710556327926962
stcenpacore,Exit,40.0,0.09161259828201594,0.04895496314384834
stcenpacore,Exit,50.0,0.05213158430771851,0.03094779732902926
stcenpacore,Exit,60.0,0.021957663225859167,0.011577718479799019
stcenpacore,Exit,70.0,0.008449743820793389,0.004427325342843076
stcenpacore,Exit,80.0,0.002984132661893019,0.0015092480244557522
stcenpacore,Exit,90.0,0.0006343362720074345,0.00029305589738208197
thruhelixH3,Entry,10.0,0.10568922243542128,0.05483049389352949
thruhelixH3,Entry,20.0,0.06547702305476741,0.05022397796434423
thruhelixH3,Entry,30.000000000000004,0.025362549231366615,0.015804572414765964
thruhelixH3,Entry,40.0,0.010848779770317151,0.006836600650036865
thruhelixH3,Entry,50.0,0.005668199859444761,0.003965000943553425
thruhelixH3,Entry,60.0,0.0038850117190700607,0.001958611733337955
thruhelixH3,Entry,70.0,0.002360829068732505,0.00044412531464715324
thruhelixH3,Entry,80.0,0.0008155961443544639,0.00021445370769235483
thruhelixH3,Entry,90.0,0.0005694693754613702,0.0001809397859039919
thruhelixH3,Exit,10.0,0.15572604217303004,0.068432726032623
thruhelixH3,Exit,20.0,0.13383911074203056,0.07791750604127626
thruhelixH3,Exit,30.000000000000004,0.0684144208629768,0.03593381965127534
thruhelixH3,Exit,40.0,0.022488690769798765,0.008403047283998296
thruhelixH3,Exit,50.0,0.008861868825526469,0.004361054718622081
thruhelixH3,Exit,60.0,0.00658356369315241,0.0030195898350585623
thruhelixH3,Exit,70.0,0.0053066378394522285,0.0010149811387020402
thruhelixH3,Exit,80.0,0.0011848884395859647,0.0005992468517323853
thruhelixH3,Exit,90.0,0.0012257719312496335,0.0005554081386486223
thruhelixcenpa,Entry,10.0,0.07783044574715507,0.054649614522130185
thruhelixcenpa,Entry,20.0,0.08455236539533922,0.055134498270392164
thruhelixcenpa,Entry,30.000000000000004,0.04861362597027575,0.032618808874697654
thruhelixcenpa,Entry,40.0,0.025800757522558466,0.009185354071260919
thruhelixcenpa,Entry,50.0,0.02396633896011889,0.008065832048618693
thruhelixcenpa,Entry,60.0,0.02112532268268635,0.007936373959354613
thruhelixcenpa,Entry,70.0,0.01570214843263351,0.007463890109365037
thruhelixcenpa,Entry,80.0,0.011178466408135995,0.008253161111870383
thruhelixcenpa,Entry,90.0,0.0020967904589269627,0.0014381849414496284
thruhelixcenpa,Exit,10.0,0.15597027703018002,0.09324353216811317
thruhelixcenpa,Exit,20.0,0.15471031879094663,0.09615663382159344
thruhelixcenpa,Exit,30.000000000000004,0.08933172191138979,0.04216970727808872
thruhelixcenpa,Exit,40.0,0.05610391366097438,0.019921714845691548
thruhelixcenpa,Exit,50.0,0.047101629573267995,0.019352452505629208
thruhelixcenpa,Exit,60.0,0.04112486712107266,0.019254657029842845
thruhelixcenpa,Exit,70.0,0.02570732675132146,0.014501900166620521
thruhelixcenpa,Exit,80.0,0.016576389131469586,0.012505571598552468
thruhelixcenpa,Exit,90.0,0.0024643430879904386,0.0017307831108761063
